name,user rating,user review
"Merata: How Mum Decolonised the Screen",4.0,"Merata Mita passed away suddenly in 2010, and the film works she has left behind are Taonga that tell the story of a nation. In Day 507, Merata bore witness to the eviction of Ngati Whatua from their ancestral land on May 25, 1978, and she chose to record this on film with the full support of the people of the land in a film that was riveting, heartbreaking, groundbreaking. She then followed that up with Patu! in in 1981 as she followed a nation rent apart with the Springbok tour, anti-Apartheid protesters batting rugby fans in an nation where the game takes on religious significance. Her only dramatic feature, Mauri, remained the only feature drama made by a Maori woman director until it was remedied by anthology feature Waru in 2017 (8 Maori women directors each making a segment of the film) and then Cousins in 2021 co-directed by Ainsley Gardiner and Briar Grace-Smith. This documentary, made by Merata's son Hepi Mita (whose late father is veteran NZ filmmaker Geoff Murphy) is a sensitive, kind and powerful look at his mother's life and work, with the behind the scenes stories you only get when it is the family of the subject who is telling the story. Merata Mita left us too soon, with much more work to do and projects to progress (she for years worked on the aforementioned Cousins) but her legacy lives on, and both Maori cinema and global Native cinema have risen up because of all she did for us. Moe mai ra, Merata Mita, moe mai ra."
"Barry Barclay: The Camera on the Shore",4.0,"Ngati (1987) was the first feature film with Maori in all lead
creative roles: director Barry Barclay, scriptwriter Tama Poata, Wi
Kuki Kaa in the lead. Ngati was a quintessential East Coast classic that captures a time gone by, both in its 1950s setting (before the East Coast declined and the Maori urban drift) and its 1980s production (so many of the actors and talent have now passed away). Graeme Tuckett's film documents the making of Ngati, and spans the entire career of the late Barry Barclay, a unique visionary who coined the (now commonly agreed upon) term of '4th Cinema' to describe Native cinema, the literal 'camera on the shore' awaiting the colonizers to land. Barry Barclay was also an apprentice to John O'Shea, perhaps NZ's greatest Pakeha filmmaker of the 20th century (certainly the most prolific). Having personally known Barry, this is a tough and emotive watch for me but for film historians it is a must-see. Mauri Ora, Graeme Tuckett, we will always remember Barry Barclay and all he did to change NZ cinema. Moe mai ra, e hoa Barry Barclay, moe mai ra!"
"Whale Rider",4.0,"Back in 2011 for Mana magazine's 100th anniversary issue, I named Whale Rider one of my top five Maori films of all time. Whale Rider made an Oscar-nominated star of Keisha Castle Hughes, Niki Caro's adaptation of Witi Ihimaera's children's book is an uncompromising magical realism feminist fable that sings the song of the sea. I still can feel the tingle on my fingers as young Paikea walks alongside her marae (meeting house) and runs her hand against the wall, her marae having the same grooves as my marae in Nuhaka. When I travel overseas I ask people if they've seen Whale Rider, and invariably they say yes they have. I then let them know that Ruamano, the pet whale of my local tohunga (shaman) Ruawharo, is first cousins to Paikea, the pet whale in Whale Rider. Witi Ihimaera found a non-Native director for the film, and had to buddy up with German financiers (thus the Maori-German baby to the wife of Cliff Curtis at the end!) but this film put Niki Caro on a long path to Hollywood success and is a landmark in NZ cinema."
"Pretty in Pink",4.0,"Four Stars. Ra Whanau Kia Koe, Gemma G!"
"Rain",4.0,"Christine Jeffs stepped away from New Zealand after the success of Rain, with features made in the UK and US. Nevermind, because she left us Rain, the quintessential Kiwi summer bach movie, hinting at Ozploitation films like Don's Party there's something not quite right in the smoky G&T fogged summer haze, the young children enjoy their freedom but perhaps they're a little too unsupervised? A teen girl's blossoming into womanhood to be celebrated but perhaps it makes her prey to…"
"The Price of Milk",4.0,"One half of the Front Lawn performance troupe with fellow musician Don McGlashan, Harry Sinclair soars here in a fantastical & sexy moo-vie set on a dairy farm. In 2000, who knew New Zealand would rise to become the dairying capital of the world? (on the plus side we got the best coffee - flat white anyone? - on the minus all our rivers are f*cked) No matter, this film is a joy from start to finish I only wish he'd…"
"Scarfies",4.0,"Sarkies first feature and he made an impact. Firmly rooted in Dunedin and the dank, cold world of Uni flatting, Scarfies is imbued both with humour (you will see more later on in films like Two Little Boys) and with an eerie hint of horror and Kiwi noir (which hit hardest in Sarkies' best film Out of the Blue). Features Taika Waititi in one of his earliest acting roles, comedic chops apparent from the get-go. I'd watch this again in a minute, its a Kiwi classic - if you slummed it in a NZ Uni town, you will relate to this movie.
This link on Youtube looks dodgy but then so is the movie, kinda:
youtu.be/u-TpzdBI6B4"
"Boy",4.0,"It's hard to imagine an Aotearoa New Zealand without the film 'Boy' such was the cultural phenomenon of Taika Waititi's first homegrown hit. Filmed on location in the small, remote East Coast town of Te Kaha (where Taika grew up) and set in the 1980s (soundtrack to the decade fully intact) the film is an honorific to Michael Jackson yet somehow gets away without playing a single MJ song (Kiwi hit 'Poi E' is the crowd pleasing film closer, danced in a 'Thriller' style) such is the genius of Waititi. There's a Youtube video of how Taika Waititi is the master of happy sad cinema, and its on full display in 'Boy' - somehow the darkest of stories of a mother dying in childbirth is there on full display in a NZ film that is a beloved children's classic. In less capable hands, this simply would not have worked, indeed it is as if Waititi is a trickster or master of disguise in his storytelling. Much like Once Were Warriors and Whale Rider made the careers of their Maori cast, James Rolleston went on to more powerful work such as Dark Horse though he's yet to crack Hollywood (unlike wunderkind Taika). Boy is the classic of classics. There's a reason why its the top NZ film of all time. Timeless.
Youtube video link:
youtu.be/f0h3WPcPtNo"
"Knock at the Cabin",2.0,"Oh dear. The apocalypse will not be televised! I've just lived through Cyclone Gabrielle and folks, I'm sad to report the apocalypse will not be televised. Ok maybe this film is a bit dreamy and made up, but it plays on people's fears of what they see on the news (we're CONSTANTLY bombarded) but in a real apocalypse, there would be no power, there would be no cable tv, there would be no Internet, there would be no live crosses…"
"Once Is Not Enough",3.0,"Criterion Channel - oh wow this one was a surprise. David Jannsen put your clothes back on!"
"The Inspection",5.0,"Brutal and visceral, you're locked to the screen from start to finish. Highly recommended, but a tough watch at the same time."
"We Are Still Here",5.0,"It's five stars for me. Guardian gave it 4. Can't argue with that, either.
Look out for my interview with some of the team coming up soon."
"Annette",1.0,"So isn't this movie simply a treatise about the need for child labour laws to stop all the baby abuse? Like the puppet baby is an avatar for millions of third world children trapped in child labour? Anyway, if you look at it this way it suddenly becomes VASTLY more entertaining! (PS that guy from BBT was VASTLY underutilised!)"
